genotype,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150
CM105,-4.00487250508754,-6.47114456951839,-5.55285681931271,-6.56871949454199,-3.23588500006591,-4.45121308426401,-6.07048327560741,-6.49927321458884,-4.44997708608544,-4.69305058455615,-6.65299694177299,-6.16574912879173,-5.25519031011918,-6.15607419561227,-4.75692960459394,-6.27011262996067,-5.81980451904997,-5.85913706994842,-4.82177976613797,-4.21077615103773,-5.27137638274605,-5.8555173175145,-5.53782376417014,-4.94990138095,-4.47395998933521,-4.37448005156268,-3.94106459785127,-2.78610590291923,-5.59557780995981,-4.92220559238722,-4.66258366480857,-5.86865723678574,-5.49637911933268,-5.37072439426278,-6.57959968164823,-6.44625423063529,-6.30771171386179,-6.17109983653077,-4.85544386004461,-5.86450008888492,-6.49593758320883,-5.88973055838924,-4.96638484816341,-6.40713819318095,-5.10489882026734,-6.06779837882093,-5.45456560993308,-5.49151416624868,-5.1512843592759,-6.03436765960966,-6.042050702621,-5.84487169761574,-5.15788680699305,-4.03034822761965,-6.01026813021496,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.5614091851908,-6.02277835108594,-5.99366004692141,-6.1830677605013,-6.69304836939899,-5.78245408191846,-5.41288689777249,-6.63489980946931,-4.94358478247444,-6.48684284605981,-3.21665542767684,-6.39406371803085,-6.01252697807744,-6.41168839946871,-5.49766884654697,-6.01173002924776,-6.39420841376076,-6.29579793089808,-6.52092401180968,-5.79142542230411,-5.17656383072178,-4.9253104241247,-6.34902727359912,-4.36760469345426,-6.34739233998974,-5.17913165419113,-4.58332479440904,-5.41406082177498,-5.66669782787818,-6.15167827565703,-6.50084536107004,-5.83339382889986,-5.35114858372473,-6.27201942187108,-4.11267021882659,-6.13818222614305,-5.8409974753046,-5.8404272460859,-6.05898530166802,-5.91174957011067,-5.15421794550826,-4.75608144221989,-4.89040185001855,-5.32633668184552,-5.75407046687455,-6.08151055411057,-5.84710644874955,-5.44033017405891,-6.00307558470036,-6.25266188480292,-5.12267481991149,-5.94152048626863,-5.7464528206306,-5.06869103281968,-6.52528254533997,-6.13147978864441,-6.37582424134844,-5.96879326713857,-4.40327869417799,-6.51778885267918,-5.01085407498898,-6.0556587807766,-6.51678372766151,-6.51598243678469,-6.31257761824964,-6.12625150315368,-6.27650778287734,-6.1819888030658,-6.24351282225433,-5.35332372456478,-3.99768766125403,-5.33312700326843,-4.99791610012103,-6.56960682285788,-4.15635962196534,-5.81413795180578,-6.23827750402062,-5.49749284414146,-2.48125810682564,-6.30934801765775,-6.38943395387248,-5.26084289377744,-6.11533878798875,-6.60094647118037,-3.77124011651396,-6.73269806999417,-4.15164529002916,-6.18507403238074,-4.79008066293004,-6.82344891760356,-4.01548191402417,-3.54161521562633
CM174,-4.14469339321139,-6.4641182671504,-5.55893383858177,-6.51652491857533,-3.13463407284973,-4.55815558551129,-5.86877611844717,-6.41167153995296,-4.55546693807799,-4.79285653117936,-6.70260944330137,-6.16574913244323,-5.30175121358032,-6.37613874381358,-4.75692960532012,-6.27011258885805,-5.6649290283432,-5.76295883277745,-4.94033563036453,-4.22117902869993,-5.21860854955195,-5.8555173175145,-5.53782376417014,-5.01765130873966,-4.62814527641632,-4.37448005170709,-3.74461114011145,-2.97663604336222,-5.59557781058099,-4.95000565880431,-4.57881912609792,-5.90838876292788,-5.49637911930765,-5.30701045801744,-6.57959967889758,-6.44574328700291,-6.25971710760711,-6.14176214234187,-4.73518747844294,-5.77040401531853,-6.54117937315083,-6.02954861836034,-4.88387743967492,-6.37258761228462,-5.039501736228,-6.08877428154351,-5.70572148684966,-5.41449525249981,-5.27069417567968,-5.88052859671553,-6.03093241428608,-5.80573145150624,-5.53924649669654,-3.92280048339472,-5.98038868007933,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.44913582050473,-6.02277835108594,-6.0706013012719,-6.1830677605013,-6.56166994267791,-5.49348880824324,-5.59755873742092,-6.63489981176311,-4.94063944514232,-6.48627590931072,-3.23210201393806,-6.39406371803085,-6.18310661221817,-6.09351309574523,-5.4186121567748,-5.98328729429876,-6.19262333299137,-6.25648107230725,-6.62720863347986,-5.82242222024847,-5.18251008556884,-4.77453018333169,-6.35985850700769,-4.36760469805538,-6.26811881742832,-5.07040909004336,-4.62179978878514,-5.41406082216822,-5.7183859677638,-6.16783330779757,-6.53694409529625,-5.67982719574993,-5.61972659481609,-6.36027013270789,-4.12762076424157,-6.07636184189948,-5.86562399745877,-5.84042724710935,-6.03853224289422,-5.82033837026005,-5.21273610324403,-4.80118561691899,-4.89062001910763,-5.48339545528127,-5.72770203983773,-6.04202787573036,-5.85032099074284,-5.53024600837238,-5.99426362410196,-6.25503445810838,-5.00429188629226,-5.91597413368006,-5.74314791343748,-4.92532786905021,-6.52528254533997,-6.13147978864441,-6.39260233800014,-5.95755395404571,-4.45696226549446,-6.33168809119918,-4.8715678705927,-6.06526065468383,-6.0323240378635,-6.51598243678469,-6.3125776178025,-6.12625150315368,-6.22041226565237,-6.19135213872732,-6.24964461288574,-5.56557928567839,-4.08961515179224,-5.31792631841267,-4.99791612681489,-6.52885058259999,-4.08262801230051,-5.86137328400805,-6.15406030497935,-5.4778398060169,-2.67666298633678,-6.35700127546039,-6.48988191341776,-5.14839761003707,-5.89076834511319,-6.52739643269137,-3.86889120328161,-6.73269807033921,-4.20987435912442,-6.21420486952808,-6.33224153562589,-6.82344891803286,-4.19060487092193,-3.62949634301935
CM37,-4.10142271456777,-6.46070557567566,-5.35350809116421,-6.56871949454199,-3.20305699282893,-4.38805958972895,-6.07048327560741,-6.49927321458884,-4.40351876256577,-4.73983211706235,-6.6666352463836,-6.16574911989543,-5.23556949652626,-6.21440509147343,-4.7569296027288,-6.27011262996067,-5.72758966508497,-5.84850521847284,-4.83893651388891,-4.23259904378697,-5.0809683283775,-5.8555173175145,-5.53782376417014,-5.08915211345721,-4.61322405025678,-4.37448005199836,-4.0031752030295,-3.07814960692122,-5.59557781041543,-4.95023772234254,-4.66444591196517,-5.75010111074791,-5.49637911917545,-5.31612811516942,-6.57959968126245,-6.44628606642904,-6.32116987979599,-6.17506923948829,-4.66089135671581,-5.86575601872685,-6.49240530719384,-5.75817832080445,-4.99553629737841,-6.38905746090643,-4.78362236738411,-6.11286401790395,-5.77813505189286,-5.41668978392256,-5.09648078885628,-6.05734460759569,-6.03345794550973,-5.78662176699201,-5.07037383505663,-3.93146002339491,-5.91361237490816,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.5614091851908,-6.02277835108594,-6.13846194650668,-6.1830677605013,-6.69096161179554,-5.65056310338171,-5.49498740121533,-6.63489981176311,-5.01905378742636,-6.48850022165227,-3.27188317731174,-6.39406371803085,-6.18524115497652,-6.4547182617847,-5.32784138052999,-5.96888546454039,-6.30769681937067,-6.2933740761753,-6.62720863347986,-5.85984070484317,-5.07913583700351,-4.96538787049123,-6.34491238710527,-4.3676046946648,-6.22202494784241,-5.08563145648605,-4.58673868146003,-5.41406082182163,-5.76056116985323,-6.13354541122105,-6.53250782576895,-5.5733774771612,-5.44155821006879,-6.33286796053353,-3.87953547534029,-6.19200964913923,-5.77033216090598,-5.84042724517296,-6.04545745922272,-5.90949929592511,-5.25257691532029,-4.79783283457873,-4.90166022470823,-5.57976743129887,-5.74428694647027,-5.78079496914633,-5.77806952402118,-5.4119147978096,-6.00620340276293,-6.23143504418347,-5.09277744817513,-5.92739056737872,-5.75636262838604,-4.84146358310532,-6.48667993394961,-6.13147978864441,-6.5819970754631,-5.94947119319729,-4.32992677652972,-6.33157389702089,-5.15989526724749,-6.14716531841086,-6.40291131249983,-6.51598243678469,-6.31257761736541,-6.12625150315368,-6.25289488765305,-6.18982516772195,-6.22573861227272,-5.18197962920486,-4.10975192638413,-5.25671675509059,-4.99791617520678,-6.56960682285788,-4.0081490665856,-5.91792189653728,-6.20611232254949,-5.38882317995659,-2.58915122037003,-6.31059770762338,-6.39709769413934,-5.20751255520384,-5.96377782230857,-6.40129236776128,-3.59396558897569,-6.73269807160427,-4.35686975139581,-6.19599345205406,-5.6952374035851,-6.82344891738933,-3.94842804269785,-3.6243268319895
CM7,-4.20842397110489,-6.43414866551615,-5.10971351673065,-6.56871949454199,-3.12806017329342,-4.27781270510936,-5.85012987749268,-6.40221692307558,-4.48126920869869,-4.84246126739135,-6.70260944330137,-6.16574911712063,-5.24743114824505,-6.2778189396659,-4.7569296064888,-6.27011262996067,-5.96946732128761,-5.80229124329711,-4.86303316290878,-4.14766325300996,-4.91662540162501,-5.8555173175145,-5.53782376417014,-5.10705746751611,-4.69740587193523,-4.37448005151228,-4.18829525940896,-3.23314317593188,-5.59557781094088,-4.91260485940164,-4.59130638183195,-5.68521389254643,-5.4963791194664,-5.4730487714074,-6.57959967925208,-6.44787731359464,-6.27434605597859,-6.13040781150388,-4.75608022003771,-5.73419611655311,-6.44711538434335,-5.82548500571722,-4.9010862098237,-6.37664946251832,-4.91831409460709,-6.05590607392691,-5.60636551526161,-5.45762989734199,-5.08232073582936,-5.97627056101934,-6.04007718183547,-5.8459509141342,-5.16771079579314,-3.68968315860744,-5.89893899567129,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.53130980171092,-6.02277835108594,-6.19074742572413,-6.1830677605013,-6.69096161179554,-5.92391658925738,-5.26323243132922,-6.63489981176311,-5.0083109450781,-6.47757010449518,-3.28061027495728,-6.39406371803085,-6.26052975263084,-6.17193605173912,-5.37883743420534,-6.09088956964625,-6.31789444537561,-6.32537805452301,-6.60098481243601,-5.87316444085698,-5.01592814808993,-4.87315730373027,-6.36236587144608,-4.36760469699334,-6.16652007779612,-5.23605901997651,-4.53601453236555,-5.41406082142053,-5.71179172059805,-6.15353644974134,-6.53263991664769,-5.65411423526246,-5.26245981045261,-6.26308243495759,-3.78844220982972,-6.12249205749246,-5.86025430898167,-5.84042724476972,-6.10358954214044,-5.95174613671202,-5.18154431520121,-4.80257099041887,-4.86450013649087,-5.40120272765398,-5.77914799356379,-5.95964315333357,-5.90931813093047,-5.50610866110991,-6.01359193532568,-6.19346154261425,-5.04253663191939,-5.94955369207789,-5.75014436019064,-4.90639184717306,-6.48422131064255,-6.13147978864441,-6.6313587522552,-5.94977605113361,-4.23658728382837,-6.45610866669827,-5.01231999237248,-6.0415724903564,-6.48201678518459,-6.51598243678469,-6.31257761818805,-6.12625150315368,-6.37652622354388,-6.18611810603175,-6.18112256711092,-5.09858464235742,-4.04899575847798,-5.34416608241535,-4.99791608871544,-6.52511452727166,-4.05926941648624,-5.85512440100727,-6.21098186602731,-5.58892178086087,-2.49314054352391,-6.31997604029224,-6.44674582885157,-5.26492127715746,-6.11600832401397,-6.43172022005579,-3.89229625982464,-6.73269807160427,-4.3621865911864,-6.16744181809528,-4.95715246325388,-6.82344891803286,-4.1951169401891,-3.64581163504932
CML10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CML103,-4.096421044978,-6.40772100228916,-5.09224687234317,-6.56871949454199,-2.95717087366125,-4.59430819436954,-6.11812670437334,-6.51285112967646,-4.6104840696792,-4.63967368576713,-6.70260944330137,-6.1657491267661,-5.2044534193611,-6.19705892826191,-4.75692960321989,-6.27011261224726,-5.75292633240556,-5.82553655575,-4.84963721428428,-4.32939547124731,-5.16968801456222,-5.8555173175145,-5.53782376417014,-5.07421351130054,-4.57493251853286,-4.37448005203871,-3.98183765682205,-2.84143415673378,-5.59557781062715,-4.93869765980821,-4.65618272751881,-5.79736387388686,-5.49637911950752,-5.50266259652282,-6.57959967784204,-6.44960944522769,-6.29755848514846,-6.14066014859091,-4.72245300477605,-5.64299568552745,-6.4642893594113,-5.8126854634302,-4.84356796087479,-6.41234473540904,-4.93708407627174,-6.12946573115849,-5.47051313530988,-5.43406367414842,-5.15726328181775,-5.94412037254554,-6.16546158094377,-5.83328486321913,-5.11846614886173,-4.14499056951465,-5.9690377600719,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.51528481308471,-6.02277835108594,-6.07277219286948,-6.1830677605013,-6.69304836939899,-5.70750271838025,-5.5133021120235,-6.63489981347606,-4.91832725415396,-6.48426576886446,-3.21642076865568,-6.39406371803085,-6.17559721568283,-6.46688083172247,-5.44321927532748,-5.98816654409269,-6.2767688230037,-6.40335678822159,-6.51002305012016,-5.76074485692558,-5.4345309148006,-4.8769441848519,-6.33048875092295,-4.36760469510834,-6.09522964363552,-5.10707486792717,-4.62233483682882,-5.41406082235939,-5.71537504054661,-6.16044630562311,-6.54295519716326,-5.72015289943029,-5.2925298333027,-6.20664911631727,-3.90089028471019,-6.15226152747451,-5.92740617288387,-5.8404272480353,-6.11957207224421,-5.87293627364254,-5.2657683044573,-4.7552156022331,-4.89807335333051,-5.51455949051858,-5.6579444547669,-5.9684115139864,-5.88087856675845,-5.51558461150258,-6.00312697453886,-6.28601449569634,-5.08722559186396,-5.9026400982746,-5.74731799626574,-5.01898708520474,-6.52528254533997,-6.13147978864441,-6.44131686283515,-5.96782040824745,-4.36110510965323,-6.43471000399962,-5.00783332798561,-6.09433179654436,-6.24047862910169,-6.51598243678469,-6.31257761726886,-6.12625150315368,-6.28924789124324,-6.1885692745411,-6.14976241590351,-5.35495824268385,-4.19000595506634,-5.52635557418844,-4.99791613917092,-6.57560518551853,-4.28563228032994,-5.85816111616274,-6.19969455220706,-5.45049906903054,-2.64864712664369,-6.32442750758299,-6.39117865744927,-5.22830831991789,-5.90937511093972,-6.46568029206378,-3.98891251574402,-6.73269807142784,-4.36302652291659,-6.18099977457464,-4.64975588738214,-6.82344891763404,-4.08332061757746,-3.60346464686195
CML108,-4.14902632446823,-6.3697358681877,-5.83343838930909,-6.56871949454199,-3.04820794488605,-4.26107785005776,-6.11812670437334,-6.51285112967646,-4.33209691597222,-4.70860910920465,-6.68929863526614,-6.16574912435719,-5.11231722580853,-6.26509139834859,-4.75692960592167,-6.27011262330596,-5.77891019349422,-5.89359991109964,-4.9236771181522,-4.2479152625164,-5.05957985868581,-5.8555173175145,-5.53782376417014,-5.11952216661965,-4.67514595422053,-4.37448005189905,-4.01681611929554,-3.00062562654538,-5.595577811048,-4.97681260558034,-4.55704173688614,-5.70852263765624,-5.49637911974956,-5.44424016380944,-6.57959967856602,-6.44808173784665,-6.29535753655946,-6.14235370496441,-4.68470700631423,-5.6556884939489,-6.54601377496298,-5.79117229879696,-4.98036504923551,-6.39200147710724,-4.80594540161887,-6.06309068874896,-5.57270189796644,-5.42242802304892,-5.07297290262067,-6.02888790266074,-6.23057045765977,-5.80576649512412,-5.0911559224329,-4.04448848173117,-5.82787807664847,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.49638381716836,-6.02277835108594,-6.13584552909325,-6.1830677605013,-6.51211907833668,-5.76490687552644,-5.73018710066258,-6.63489981068942,-5.01844257705005,-6.47933689685979,-3.20317859087105,-6.39406371803085,-6.11708426348626,-6.15936786787354,-5.56887907823765,-6.01303745210742,-6.414443330811,-6.47561932348599,-6.54368955970939,-5.89475398965235,-5.03990358197754,-4.8022450020671,-6.32602723756481,-4.36760469357651,-6.49882907827247,-5.20604967942347,-4.56134593533358,-5.4140608219905,-5.60723282461288,-6.13133330328514,-6.50263800068835,-5.53269781006275,-5.47621522793666,-6.33018035774501,-4.07175443317992,-6.1454918133419,-5.84407031241385,-5.84042724767974,-6.2129895267956,-5.92303420759499,-5.41540938026112,-4.78868708568672,-4.8945020678095,-5.33345990920033,-5.73879098335707,-6.07572836294423,-5.83799471775538,-5.28319064961288,-6.0077987348986,-6.23964451775941,-5.12901581472774,-5.91596139139745,-5.75377013862993,-4.94646303625289,-6.48103892360793,-6.13147978864441,-6.44189354182195,-5.95431437120446,-4.58467605753141,-6.44537798458998,-4.9071171525541,-6.04077017169032,-6.50708433590227,-6.51598243678469,-6.31257761823255,-6.12625150315368,-6.25438381571429,-6.1938888724542,-6.0921166949195404,-4.99150954835326,-4.0847653901706,-5.56638832769126,-4.99791609925764,-6.57560518551853,-4.18396619148442,-5.87451499787568,-6.19288190109376,-5.51523182333698,-2.55232359598818,-6.28635594953372,-6.43026906093521,-5.35313463728477,-6.26427357174239,-6.4050772238096,-3.83078446344687,-6.73269806945282,-4.3411304293961,-6.19572333201497,-6.29080746657705,-6.82344891805119,-3.89323094704478,-3.67220658490043
CML154Q,-4.09029464660275,-6.51030318452188,-5.68706143519547,-6.56871949454199,-2.86720941247895,-3.973925852062,-5.9465550046093,-6.44904616054035,-4.4899398023548,-4.72392893766092,-6.70260944330137,-6.16574912691765,-5.66485683391395,-6.21088935367328,-4.75692960283439,-6.27011263350471,-5.91679485695865,-5.81353896407843,-4.86094423736456,-4.2581048277505,-5.42889980213063,-5.8555173175145,-5.53782376417014,-5.29398661777069,-4.6153266348335,-4.37448005212699,-3.98604946409595,-3.04455006206886,-5.59557781028127,-5.02368501452465,-4.84978107415239,-5.77287541689391,-5.49637911928097,-5.47290793953505,-6.5795996771977,-6.44532993809699,-6.28045169929111,-6.10419931719402,-4.91446374439515,-6.01309265798523,-6.53621491458449,-5.8499716360950504,-4.97887408230465,-6.37239131603149,-4.92869452000436,-6.09619815599814,-5.61221102688103,-5.43665553549795,-5.1671222644835,-6.20158615084309,-6.06996164029222,-5.83873371616364,-5.31146358292744,-4.1396540604312,-5.95648899680765,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.31966818564045,-6.02277835108594,-6.0570672916311,-6.1830677605013,-6.53763120382759,-5.86048488438576,-5.85786106215396,-6.63489980582952,-4.89395717252178,-6.49113618717406,-3.3177499554463,-6.39406371803085,-6.13079176556095,-6.22638321055503,-5.56144604861947,-6.00242942854842,-6.24655939684264,-6.4616127364786,-6.60703497997319,-5.80606610692087,-5.03865406426474,-4.83569094172172,-6.36037188752223,-4.36760469259571,-6.49882907827247,-5.23768457178374,-4.69473022602325,-5.41406082233218,-5.67710371640083,-6.17331581233686,-6.54334885335547,-5.85834382679124,-5.68243452411017,-6.32661353934029,-4.29790624096749,-6.24250882970072,-5.83078215843206,-5.84042724512727,-6.11478231874386,-6.00588234585987,-5.23287112339275,-4.81338772297688,-4.90090681063369,-5.49507736486455,-5.71784241468662,-5.96989046267285,-6.22227847407547,-5.61944243514828,-6.01133896723684,-6.25093066729055,-5.03230378819122,-5.9961455296042,-5.7530812066549,-5.03674270297282,-6.51306782423751,-6.13147978864441,-6.66035231171286,-5.98146006924879,-4.52523732961928,-6.52002571506607,-4.71604946460105,-6.03287728055874,-6.13542341412823,-6.51598243678469,-6.31257761736276,-6.12625150315368,-6.32071758215092,-6.21092383208284,-6.31457048403331,-5.76770319947062,-4.09613320407029,-5.5210191545351,-4.99791610561948,-6.53984097204463,-4.18718264270874,-5.76878431143603,-6.21081609568658,-5.32408549697685,-2.77947646160269,-6.35700127532754,-6.48700111584983,-5.33269911050041,-6.11734613295007,-6.33218843890534,-3.78617674039698,-6.73269806951598,-4.39155451393248,-6.18286408693489,-6.25994946341421,-6.82344891802344,-3.95638678657548,-3.61245748147625
CML158Q,-4.09208258659055,-6.49575927835295,-5.16098995449044,-6.54677174849744,-2.98792660104506,-4.21232955027136,-6.08939677432579,-6.50407687656903,-4.39761269132941,-4.70380866562317,-6.69106466084685,-6.16574913770896,-5.50319770138774,-6.23157018627898,-4.75692960439835,-6.27011261202238,-5.84908577052248,-5.8633029719527,-4.86281199053255,-4.35236746593552,-5.25613783448127,-5.8555173175145,-5.53782376417014,-5.22951102603318,-4.65322937872134,-4.37448005211229,-3.90242132429087,-3.1828789537148,-5.59557781054143,-4.99530922634493,-4.78385427393077,-5.78896461302697,-5.49637911936915,-5.41046069452731,-6.57959968045325,-6.44693802987102,-6.29751783666446,-6.12560250742296,-4.81776965640625,-5.8840481092348504,-6.51105557793969,-5.84296908538393,-4.94309292706528,-6.38646562570322,-4.92672866723381,-6.09378903197814,-5.83298954821254,-5.44620545035451,-5.16705262287253,-6.05803916105619,-6.11075527108793,-5.79534569651883,-5.19503087504782,-4.01229574727027,-5.89957596851671,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.56969062371308,-6.02277835108594,-6.09142828490451,-6.1830677605013,-6.65126555400166,-5.53261564395713,-5.6255833615095,-6.63489980415578,-4.87588134631505,-6.4795643936617,-3.28255335284709,-6.39406371803085,-6.25100988668084,-6.35903966406613,-5.42961191911291,-6.03346916880276,-6.31424694252455,-6.38120824801036,-6.60445458496201,-5.82273685392138,-5.07409128302025,-4.85026652656651,-6.36305017613871,-4.36760469473973,-6.20861410252053,-5.17432028787694,-4.64738127273089,-5.4140608219394,-5.74387828505004,-6.14284043866905,-6.55005661174849,-5.77536401929586,-5.35326962862185,-6.24845254930483,-3.99084817763374,-6.14268351902856,-5.90137318002728,-5.84042724560515,-6.08215155128799,-5.89501882733521,-5.26845774951831,-4.79598312111634,-4.89839262672215,-5.44306966580182,-5.7719330328652,-6.06992890375414,-5.86831348610024,-5.59726885365699,-6.00601043734058,-6.22847512616869,-4.97650052329675,-5.93799698002959,-5.75011018101207,-4.96394407243738,-6.46857136878617,-6.13147978864441,-6.47207790673539,-5.97662358023046,-4.50797167721664,-6.42896424902138,-5.01916547699231,-5.95854894459255,-6.30543826962035,-6.51598243678469,-6.31257761777199,-6.12625150315368,-6.2750978319128,-6.19892668093303,-6.28906215103326,-5.5864081935928,-4.09488959329831,-5.44683742149129,-4.99791613283152,-6.57109012278787,-4.44978382930367,-5.83237246867661,-6.22195388465887,-5.5019748256255,-2.46788987146453,-6.30788800230411,-6.45392374710706,-5.465439037123,-6.27199106240485,-6.21065791786187,-3.84679525221583,-6.73269807111114,-4.50605228363924,-6.19260818826685,-5.79669089526031,-6.82344891762528,-4.0314706304432,-3.61545973056591
CML218,-3.92382161233544,-6.51514378056834,-5.22707829603131,-6.56871949454199,-3.12777289748985,-4.60295316136082,-6.11812670437334,-6.51285112967646,-4.31288422455985,-4.75685794549129,-6.67496154309442,-6.16574912364216,-5.35334816993975,-6.01969303976107,-4.75692960417616,-6.27011262226481,-5.8115829962483,-5.83701136459355,-4.87602304623602,-4.20065367066193,-5.09317884573566,-5.8555173175145,-5.53782376417014,-5.00201465238694,-4.50428249487776,-4.37448005131659,-4.00024935808599,-2.93716802883429,-5.59557781106868,-4.8793235677057,-4.60097447164269,-5.65541090310632,-5.49637911923611,-5.51199839453396,-6.57959967760351,-6.44581494294525,-6.29374515079322,-6.08174607719742,-4.85863370962551,-5.69103286928605,-6.5271234951547,-5.83235303487761,-4.92491810986795,-6.40173123828788,-5.13319512514081,-6.03865571257586,-5.53822413660224,-5.46096696555897,-5.13610303899701,-5.95430781400501,-6.01040090173949,-5.84512398560111,-4.98555942570321,-3.84611794488424,-5.9657248587271,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.5607793486177,-6.02277835108594,-5.96761308108086,-6.1830677605013,-6.69304836939899,-5.63031011488401,-5.73079501764555,-6.63489981347606,-4.9317609563848,-6.47552812444835,-3.14313013928487,-6.39406371803085,-6.30765570858155,-6.49993952411658,-5.39118684676148,-5.99486359542659,-6.22777375980349,-6.47561932348599,-6.52685278612724,-5.8937986319172,-5.44291785789534,-5.00639421900319,-6.36192889109261,-4.367604697762,-6.49882907827247,-5.19047105155787,-4.67289685883101,-5.41406082118437,-5.67272804259431,-6.13026279000878,-6.5462024057315,-5.64425548095321,-5.11808445333899,-6.32133030776408,-3.78719048392054,-6.10837503963648,-5.81113498322392,-5.84042724499564,-6.07177353058136,-5.92630313377092,-5.2402026417575,-4.71871223422803,-4.86732251281413,-5.34504690836108,-5.62566810013304,-5.99973317776599,-6.04771569713466,-5.50133405019702,-6.01000612461969,-6.17875968086462,-5.01153223141838,-5.93299746998995,-5.7414472224523,-4.91535339022567,-6.50520719162087,-6.13147978864441,-6.65366906821643,-5.97612319178181,-4.4957203786753,-6.36516701160638,-4.97868943783466,-6.14595002857728,-6.50708433590227,-6.51598243678469,-6.31257761823255,-6.12625150315368,-6.36688707938978,-6.18176556509941,-6.29901150711879,-5.34769329559034,-4.21703612926237,-5.39393954383063,-4.9979161117454,-6.57560518551853,-4.42880330012244,-5.839956705512,-6.21305495714912,-5.56079009094957,-2.79398170201946,-6.35700127537887,-6.49852289035044,-5.31890938752317,-6.24546955090329,-6.46617152744872,-4.09826353534911,-6.73269807142784,-4.30468169804911,-6.14870449481863,-5.50388819694971,-6.82344891805119,-3.80874186698045,-3.54577727537499
