genotype,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150
MS153,-4.23282401221806,-6.45614036833736,-5.71862409456737,-6.56871949454199,-3.06095151167663,-4.50410618942892,-5.88386095244374,-6.44565934672755,-4.55420669231046,-4.61192181703847,-6.69356610906301,-6.16574911053354,-5.38954682128612,-6.34113202664393,-4.75692960409045,-6.27011262116461,-5.88679151931814,-5.83175647924627,-4.88089635689805,-4.20308686486148,-5.0613734455859,-5.8555173175145,-5.53782376417014,-4.8247140815917,-4.51691775098653,-4.3744800514484,-3.93959402119854,-3.05444315679099,-5.59557781046702,-4.87875971327071,-4.55723020999439,-5.81402023494125,-5.49637911938677,-5.65514076599615,-6.57959968126245,-6.4461923288248,-6.29712298029264,-6.0540200620696,-4.79170778025009,-5.70862580629907,-6.51568528047995,-5.76448629618862,-5.00284158283946,-6.3837828264424,-4.9963783822564,-6.04856622451496,-5.51763407745767,-5.4506606545857,-5.12378595835414,-5.92610667097376,-6.04663807723118,-5.82955615926487,-5.02482805258326,-3.81633934403693,-5.99346474097105,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.5614091851908,-6.02277835108594,-5.98920626172888,-6.1830677605013,-6.69096161179554,-5.69313858983184,-5.77134487900364,-6.63489981176311,-4.91408759765338,-6.48106332777457,-3.17076456641983,-6.39406371803085,-6.09047907282905,-6.23557919772152,-5.60254905087791,-5.98382578124503,-6.3178082041012,-6.27167062656332,-6.62720863347986,-5.86858753581957,-5.21807030749726,-4.8449159894806,-6.36236587144608,-4.36760469817133,-6.36024871711181,-5.18671702350606,-4.58258757491891,-5.4140608215467,-5.52646893091057,-6.161770222426,-6.53186120017846,-5.550478251702,-5.56748451542443,-6.24369743499715,-3.93579877637675,-6.12072134726811,-5.9051349981407,-5.84042724446298,-5.98032707009417,-6.02993148240099,-5.33120298664698,-4.77072423091341,-4.89070429730527,-5.28220362438521,-5.68349550611856,-6.06493716424844,-5.85098889784646,-5.54145639884283,-6.00209720196233,-6.1910654276673,-5.03922445429515,-5.94603115207453,-5.74394264828542,-5.07148665071791,-6.5016024497202896,-6.13147978864441,-6.52419888414798,-5.96484991636493,-4.6538885107281,-6.45474326957938,-4.86420312782883,-6.08085190271612,-6.48201678518459,-6.51598243678469,-6.31257761658686,-6.12625150315368,-6.33919544132727,-6.16947232320126,-6.2515621457394,-5.37435200864808,-3.9881173734195,-5.40740159308251,-4.99791609638455,-6.5301042017983,-4.28897729307602,-5.91792189653728,-6.23827750402062,-5.58156987928074,-2.75395323860905,-6.31542653072979,-6.43971087101765,-5.22621450783796,-6.14525391179604,-6.41247921102354,-3.79670116664767,-6.73269807050356,-4.20711497307849,-6.2063176714678,-4.28802393453725,-6.82344891803286,-3.84382099345496,-3.79543059675045
MT42,-3.91690788744905,-6.49181342903566,-5.10990659823971,-6.56871949454199,-3.01828081229569,-4.21484743509941,-6.07048327560741,-6.49927321458884,-4.55077528013127,-4.79837710763903,-6.70260944330137,-6.16574913430107,-5.60626099053353,-6.20877684939376,-4.75692960128944,-6.27011261703846,-5.7193619399784,-5.9117527261324,-4.82921292912095,-4.25814955798481,-5.56532185740536,-5.8555173175145,-5.53782376417014,-4.99731461820112,-4.59972696344253,-4.3744800521888,-3.80337809734142,-2.87539177247885,-5.59557781020444,-5.0627921797303,-4.77113695358872,-5.88779916672299,-5.49637911925406,-5.36741590554131,-6.57959967925657,-6.44457200172287,-6.29252789131977,-6.17771603494044,-5.0153680844864,-5.92648137090058,-6.51745645126327,-5.91541785831293,-5.04188936159114,-6.39732323276564,-5.17900334170727,-6.10597395195397,-5.76845985616021,-5.45780038971324,-5.15991699674487,-6.05205277856163,-6.0769805825363,-5.86578322745824,-5.38820206938941,-4.25348422503417,-6.04612735246266,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.5614091851908,-6.02277835108594,-6.02344228046344,-6.1830677605013,-6.65559738350775,-5.92391658925738,-5.38488112113576,-6.63489980985585,-4.89338098982522,-6.48282742281777,-3.25131819280182,-6.39406371803085,-6.16602731316056,-6.4547182617847,-5.64225908813939,-6.0446811113176,-6.41015787483908,-5.90717812420341,-6.5504019710238,-5.70960428464712,-5.14585728528263,-4.62463849081172,-6.35549836576324,-4.36760469357847,-6.26030796669439,-5.1968977184113,-4.72689594511642,-5.41406082238039,-5.76457463420784,-6.16613204083662,-6.5358929966205,-5.95081592855349,-5.46330273653621,-6.29780742741844,-4.29459174601073,-6.13998699237236,-6.06008423353797,-5.84042724704198,-6.07744224282266,-6.02254110542112,-5.24437833194876,-4.82105416472202,-4.91675651978307,-5.51699610045163,-5.67722097711277,-5.84813146370225,-5.98675872643587,-5.58545077786504,-6.00982704808766,-6.23264155333432,-5.15022430118792,-5.97342568518478,-5.7593966324725,-5.01551853391401,-6.47124698400363,-6.13147978864441,-6.28885976946746,-5.9712916122797,-4.4520360105517,-6.39029483384841,-4.81664437445541,-5.9616444817574,-6.38059720278639,-6.51598243678469,-6.31257761736403,-6.12625150315368,-6.33242172503889,-6.20166678513042,-6.23129355523474,-5.69064136673706,-4.11426652048416,-5.2652593754086,-4.99791605623534,-6.56960682285788,-4.00385005719068,-5.82887445139879,-6.23827750402062,-5.52106381097976,-2.91034522794142,-6.3043236918738,-6.5344882275098,-5.22427085157562,-5.80032188383753,-6.29162314088204,-3.96014146591381,-6.73269806822779,-4.38988452898373,-6.16663260158867,-4.55322154329863,-6.82344891803286,-4.20904451562572,-3.45968709211037
N192,-4.01840168868736,-6.41265347124483,-5.23133707883273,-6.37723989688224,-3.12983832838861,-4.31797777032032,-5.88767973397792,-6.43289375896921,-4.63499907162357,-4.61351120473281,-6.70260944330137,-6.16574912406584,-5.41251776309407,-6.28981815302525,-4.75692960234122,-6.27011259640539,-5.81712421663404,-6.0291002538517,-4.92301265764562,-4.24016222118908,-5.24033099428321,-5.8555173175145,-5.53782376417014,-4.94353471604164,-4.4780488232966,-4.37448005169334,-4.03156816339954,-2.87021077001831,-5.59557780997163,-4.92255769150888,-4.59100322404104,-5.73885917741227,-5.49637911947208,-5.27395289822777,-6.57959967970282,-6.44831999203575,-6.2918635159166,-6.18875987632779,-4.85232434529525,-5.78421531202899,-6.50666601139446,-5.96622489090981,-5.08046890379882,-6.35238641386561,-5.13584305693601,-6.07456583478388,-5.41381191210551,-5.48744417193014,-5.17726159829522,-6.14610925339477,-6.11971506612793,-5.85832228322488,-5.25367585728741,-3.93492152901176,-6.07169188338937,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.43735259674936,-6.02277835108594,-6.14161531569088,-6.1830677605013,-6.63617844613205,-5.74458083706419,-5.83501763086595,-6.63489980738709,-4.92577991064474,-6.48847785212722,-3.22772568953306,-6.39406371803085,-6.27792376516711,-6.23244640424638,-5.65374755918567,-5.9684378344466,-6.159295302398,-6.17625835523621,-6.58814874749927,-5.82322349490804,-5.04448692537946,-4.88684761322009,-6.36244564273096,-4.36760469669518,-5.91882564138871,-5.28019672817276,-4.60475768509178,-5.41406082136979,-5.75631444211956,-6.15018211228229,-6.51860442014448,-5.82065713506111,-5.52501041128253,-6.29841274558351,-4.23562191150295,-6.15459347975173,-5.9256066262008,-5.84042724634522,-6.00901908564852,-5.93595153385599,-5.18102943341915,-4.76342108703119,-4.90352594622194,-5.26606782408925,-5.66501288691317,-5.90272729965373,-6.11728195768685,-5.56351428767994,-6.00602505091802,-6.24832190713739,-4.9790006918025,-5.98934904410036,-5.75336697731138,-5.12078299448366,-6.47463712407373,-6.13147978864441,-6.63369903613577,-5.97679502001878,-4.41173800115869,-6.50001111564785,-4.98908827752853,-5.99486956521533,-6.43954614486472,-6.51598243678469,-6.31257761708264,-6.12625150315368,-6.37175173494943,-6.19024899404062,-6.17612425750752,-5.55911495548136,-4.24213255727347,-5.55607781311128,-4.99791610251905,-6.53739442717141,-4.37961089468955,-5.79026489949484,-6.2116236241038,-5.52777016549638,-2.84918602265511,-6.31142153657275,-6.44458171050553,-5.41144206310781,-6.1734976069056,-6.47654041426554,-3.71805628612602,-6.73269807160427,-4.1939665522575,-6.18891733419875,-5.0794012026901,-6.82344891803286,-3.90022472351858,-3.5528721287495
N28HT,-4.14270781778445,-6.39590839601507,-5.49938570353323,-6.51987528808691,-3.09361096157272,-4.44914497416217,-5.93163310534406,-6.45184764749294,-4.43990313481378,-4.69000879498545,-6.69242552121801,-6.16574912728227,-5.58645740910342,-6.44034304225412,-4.75692960874644,-6.27011259902599,-5.77699946332702,-5.89077010729244,-4.80881539502363,-4.38023422553004,-5.61905203252071,-5.8555173175145,-5.53782376417014,-5.09965391358654,-4.53446598829153,-4.37448005162242,-3.80283461032513,-2.91089001658771,-5.5955778101825,-4.97380437588644,-4.84753571518583,-5.60237132415789,-5.49637911969985,-5.20930556882065,-6.57959967852008,-6.44714576917644,-6.32896481278691,-6.06188666105771,-5.05865329069283,-6.03826214629046,-6.54627275972903,-6.07699815442328,-5.02748052542246,-6.40250249199737,-5.10441073074817,-6.08865915112173,-5.39985457077519,-5.49458995054298,-5.26751370881273,-6.1415580213529,-6.27446415157488,-5.82035350042232,-5.47172344882153,-4.05361073235873,-6.27392321146168,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.45074970861545,-6.02277835108594,-6.19074742572413,-6.1830677605013,-6.6014658299443,-5.63092387636105,-5.30574219468503,-6.63489981267003,-4.90250612819754,-6.46075476790995,-3.22362583676271,-6.39406371803085,-6.20978415850282,-6.28827433602534,-5.85415001155327,-6.06689539506399,-6.35168048883093,-6.45377540851342,-6.62934108056145,-5.81733426509598,-5.07348649012736,-4.58770488603213,-6.35381967515445,-4.36760469393645,-6.39216215438049,-5.62528248289238,-4.61045365663694,-5.41406082186556,-5.5253768049386,-6.0983478014437,-6.46707350917029,-5.84358679947995,-5.66174393282985,-6.31394981313473,-4.32840538728547,-6.22851016452912,-6.02964770702648,-5.84042724634428,-6.19507551011353,-6.12132621496665,-5.00350722929343,-4.78615403929311,-4.88042163979993,-5.30448560185749,-5.70898230982146,-5.83102926140797,-6.06804731424034,-5.63138872318957,-6.01286119945849,-6.23109266352796,-4.9698257069914,-5.97969416489735,-5.76548696023888,-5.02610278661544,-6.52634158101629,-6.13147978864441,-6.09967864990488,-5.95682539787161,-4.43261835935228,-6.52002571506607,-4.81505764312851,-6.15566841563881,-6.34583330128632,-6.51598243678469,-6.3125776178345,-6.12625150315368,-6.44816774677401,-6.19279532321167,-6.10474099875766,-5.60797126577207,-3.93759089678644,-5.12712006365183,-4.99791609431211,-6.54017300123219,-4.52390160234817,-5.86319145823317,-6.23863033320424,-5.38985181733744,-2.51051608016368,-6.35133623468445,-6.47895609610372,-5.60956146151778,-6.28341908399017,-6.44692708170013,-3.78870616762413,-6.73269807113303,-4.55701901749784,-6.21138913182456,-6.05154425720759,-6.82344891675016,-4.06527811775723,-3.6426448332036
N6,-4.03866750732613,-6.51234514670119,-4.90141481643966,-6.35930671862566,-2.93674904151864,-4.29409910256748,-5.92662168531562,-6.43567200137017,-4.66046554692531,-4.67918236482938,-6.70260944330137,-6.16574914342624,-5.67359027651489,-5.96934523099343,-4.75692960510405,-6.27011263350471,-5.64094905282322,-5.83158396376514,-4.92876430927864,-4.22288446548934,-5.81456754152819,-5.8555173175145,-5.53782376417014,-5.47598067270277,-4.58524598757632,-4.37448005226782,-3.7468455909254,-2.89292651227029,-5.59557780968629,-5.07235293352245,-4.73898282313491,-5.82697504006113,-5.49637911944151,-5.24416462208356,-6.57959967793714,-6.44263873615948,-6.28981132355418,-6.22829779913298,-4.61093492067642,-6.02398275625935,-6.54834731643032,-5.71377653685481,-4.88674131152701,-6.36508566449539,-4.77211744949208,-6.14396543475739,-5.86960523278918,-5.38937998413721,-5.13400014131007,-5.92358108135357,-5.92451840834255,-5.82033313166141,-5.48852893142121,-4.06981061181811,-5.80646697922535,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.59779821688539,-6.02277835108594,-5.95034358148737,-6.1830677605013,-6.69096161179554,-5.86568316319009,-5.30828826715443,-6.63489981267003,-4.94935001727582,-6.49188573782585,-3.40114394082113,-6.39406371803085,-5.85085368451347,-6.28926109673489,-5.43403544670532,-6.02608441427155,-6.4083651855801,-6.14614662259448,-6.62934108056145,-5.68230793897618,-5.14349199185898,-4.88294121452082,-6.37265063308298,-4.36760469439797,-6.06287496512697,-5.09575687466365,-4.69426221396079,-5.41406082265182,-5.78062247204618,-6.1470162706874,-6.53334531932383,-5.64572970439683,-5.0686004551955,-6.28942071678346,-4.31314362756998,-6.07043444401483,-5.75200778242941,-5.84042724423882,-5.93235195361607,-5.87747661821237,-5.31310809211877,-4.75136031985846,-4.91203850856867,-5.70854135372444,-5.79768372913948,-6.00985448428236,-5.72192283142514,-5.65460245078696,-5.99447916123286,-6.2586807619247,-4.95198675203668,-5.92861508725986,-5.74578979461958,-4.8538109391317,-6.52634158101629,-6.13147978864441,-6.48242183314236,-5.9696397420783,-4.39202417461024,-6.2119797404144,-4.9168172143665,-5.90029712342413,-6.40043016386134,-6.51598243678469,-6.31257761813058,-6.12625150315368,-6.2033415095119,-6.22237117193225,-6.32435799310207,-5.26399386819171,-4.25057192312879,-5.23336429993206,-4.99791611809621,-6.54735191596081,-4.01204925139117,-5.79408812024552,-6.2222771505221,-5.49428435128018,-2.7107685957137,-6.31852929364969,-6.38584164194898,-5.14929057166841,-6.10862076723773,-6.4687418231021,-3.88148888322099,-6.73269806934193,-4.5765596785883504,-6.21805616862013,-5.87964293959468,-6.82344891807157,-4.02518428310602,-3.60440598962345
N7A,-4.29290243287599,-6.51234514670119,-5.16974210237312,-6.4381515795508,-2.97306998918442,-4.34727842642302,-5.91561726219839,-6.42903872055986,-4.62529264051665,-4.74008499526584,-6.70260944330137,-6.16574913485181,-5.57666828826969,-6.01244511680707,-4.75692960385196,-6.27011261301971,-5.57113832654411,-5.75548675258781,-4.90248415577297,-4.19701003489285,-5.3837095065209,-5.8555173175145,-5.53782376417014,-5.16571155997034,-4.58607930866891,-4.37448005203606,-3.7241458789407,-2.87401490294497,-5.59557781002835,-5.03830682211975,-4.7387104453043,-5.88510977779685,-5.49637911935201,-5.11337072771839,-6.57959968113498,-6.44590530393902,-6.28252589213747,-6.11619341408016,-4.64623389852801,-5.89468740767956,-6.49486300423086,-5.7234554260133,-4.91249916059313,-6.36870203383531,-4.8481367382479,-6.09861639628009,-5.68370712093988,-5.38673763730668,-5.21567317940461,-5.85846086810668,-6.05161977500755,-5.81239557024162,-5.2793400829903,-3.86370994985403,-5.97367530712895,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.47688963745918,-6.02277835108594,-6.1338991704087,-6.1830677605013,-6.45672219417912,-5.77220700251988,-5.6226854984714,-6.63489979413627,-4.90854644706524,-6.49188573782585,-3.43725882460006,-6.39406371803085,-6.11805393168648,-6.40915714367806,-5.23115905274682,-5.99756430442455,-6.3795668969872,-6.23810201997561,-6.62934108056145,-5.76377177379276,-5.15554142969868,-4.65566830891485,-6.37265063308298,-4.36760469464185,-6.18439212718134,-5.00687054896937,-4.7164904236695,-5.41406082179739,-5.74199806211971,-6.15442210986213,-6.55395577799061,-5.58870828149896,-5.31283863705098,-6.33369362946982,-4.02705913440866,-6.06329301374528,-5.78899788803566,-5.84042724860677,-5.95375037891055,-5.79759189000305,-5.25964740878417,-4.73712202388097,-4.92104786572075,-5.79769849580956,-5.83189503172173,-6.04434253208153,-5.81128923322236,-5.55613514139103,-6.00255933810672,-6.25196074452555,-5.0166645777467,-5.91884520559069,-5.73171139789846,-4.83217582621224,-6.52634158101629,-6.13147978864441,-6.29078409760672,-5.98908891908353,-4.39794512533827,-6.31264294644089,-4.91772331141795,-6.11450961221815,-6.33093577894828,-6.51598243678469,-6.31257761739823,-6.12625150315368,-6.15473806099986,-6.22237117193225,-6.32435799310207,-5.57325392117814,-4.20346247241303,-5.26058082513774,-4.99791608348332,-6.55459449959348,-4.01813689404007,-5.80807993559876,-6.1658042354623,-5.38573769564597,-2.8227882369183,-6.35133623468445,-6.5016355749001,-5.27892005487584,-5.84042953785865,-6.49402115385745,-3.82418495569049,-6.73269806971427,-4.46176271132014,-6.18887088622359,-5.30996022091591,-6.82344891807157,-3.98668921404047,-3.78772248908961
NC222,-4.11365688072313,-6.52104710721793,-4.77599043769681,-6.47641467990846,-3.17893624597606,-4.32672580172716,-5.92033327159137,-6.44527704022676,-4.67277175810364,-4.66131373836504,-6.67948904108493,-6.16574913486742,-5.59788416373212,-6.04872089578537,-4.75692960633672,-6.27011260359734,-5.6507883526135,-5.7938345059282,-4.91270285274021,-4.05910966791722,-5.50986336040668,-5.8555173175145,-5.53782376417014,-4.84962258551341,-4.50708567397902,-4.3744800523318,-3.72328196120146,-2.93486981745566,-5.59557780989776,-5.04974124621019,-4.65976875143641,-5.96460135328469,-5.49637911916409,-5.36179379935695,-6.57959967634519,-6.44753658436803,-6.32215010247275,-6.11366668786524,-4.71929451161089,-5.97043020285996,-6.51041676608028,-5.81713720578708,-4.93033215624587,-6.39085104760146,-5.18593862010142,-6.08821300579321,-5.66247525096475,-5.43603071149208,-5.23912724918911,-5.87680467968593,-6.09800844070268,-5.7979910237642,-5.42509503967611,-3.97079449857997,-5.83407050751145,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.59236456566615,-6.02277835108594,-5.944611841773,-6.1830677605013,-6.4690259106928,-5.60802099784766,-5.65929368621719,-6.63489980842975,-4.92128160113909,-6.48677654474244,-3.21802506291343,-6.39406371803085,-6.19896048618781,-6.36376157675308,-5.36532238554232,-6.00465423058514,-6.28676654813815,-5.98426587044321,-6.62689455668833,-5.72908015638503,-5.26061685678969,-4.94494936827027,-6.36973406225853,-4.36760469472635,-6.45318151875837,-4.98565559279504,-4.91240894512928,-5.41406082226937,-5.7921901102126,-6.13804844931938,-6.5405363687496,-5.93441048416856,-5.31428073069071,-6.29411375230302,-3.9880349790446,-6.17554274579624,-5.71800079119095,-5.84042724496201,-5.93759605198788,-5.86362453948589,-5.22506623574855,-4.83619870684961,-4.91089873846901,-5.51458578728872,-5.8702255202156,-5.9105677115035,-5.72829906607142,-5.75814537101213,-6.00279212011971,-6.20819134716877,-5.14852154341631,-5.96958228330112,-5.73131369863749,-4.99869137415369,-6.52634158101629,-6.13147978864441,-6.63186900183347,-5.98361978435751,-4.26077579027493,-6.52034621629763,-5.05070002672259,-5.96034413876596,-6.47231739342535,-6.51598243678469,-6.31257761687652,-6.12625150315368,-6.19157630015179,-6.20708289283794,-6.33727399208007,-6.08664919945637,-4.05053842534101,-5.15738817215557,-4.99791607890471,-6.52147828230838,-4.12546210849891,-5.75709228302001,-6.1546991298117,-5.61385699722667,-2.79407277984809,-6.30537345461561,-6.45177291905918,-5.16029239952365,-5.84349042587274,-6.36266591277986,-3.72887719928571,-6.73269807142784,-4.53083630072172,-6.2138738417583,-6.243948219877,-6.82344891805119,-4.04126529222575,-3.61072245009677
NC230,-4.0559287061838,-6.44157240369256,-4.55290192808113,-6.39602134941604,-3.23938177476313,-4.35352553985116,-5.93484318632846,-6.45163046096437,-4.48116549618973,-4.75073390349382,-6.70260944330137,-6.16574913804009,-5.39336969603758,-6.17996532384996,-4.75692960761323,-6.27011258085022,-5.6714673813192,-5.83794232982824,-4.92669018184741,-4.26007820854299,-5.08119999049686,-5.8555173175145,-5.53782376417014,-4.89205941432531,-4.56210119371432,-4.37448005146534,-4.01432054235892,-2.97618764235175,-5.59557781052286,-4.96932119670888,-4.63316306914596,-5.81567523547702,-5.49637911940374,-5.45757765931862,-6.57959967577568,-6.44747893759183,-6.28436017321207,-6.16212530915917,-4.7634194101807,-5.67809399299588,-6.49777267083597,-5.71310677441459,-4.93154280828905,-6.3966656919795,-4.81966943477053,-6.05475908410779,-5.66479959723506,-5.42646398844106,-5.18129173682021,-6.05031225933955,-6.22629113584385,-5.81428776294129,-5.27563469571318,-3.94943199068974,-5.9621326435225,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.50876962068955,-6.02277835108594,-6.07796528849319,-6.1830677605013,-6.69096161179554,-5.73145632958404,-5.71018425799357,-6.63489981267003,-4.99383633836277,-6.45247705792997,-3.25451790663089,-6.39406371803085,-6.23037857117552,-6.45471826077623,-5.37589561742089,-6.05305005693321,-6.4083651855801,-6.45377540851342,-6.60159942131789,-5.81340638078807,-5.3049349802577,-4.88476313736053,-6.35824463964279,-4.36760469685156,-6.40747957860109,-5.16994389286574,-4.69537053975361,-5.41406082242046,-5.62086466689618,-6.12796930316173,-6.52309470873106,-5.8019917824293,-5.31952986380902,-6.29943262877759,-3.89627586503051,-6.09980882971945,-5.74580887359559,-5.84042724663719,-6.04991465504011,-5.88085529736133,-5.18882139143962,-4.77010310242972,-4.88636085337679,-5.48466012503977,-5.71238782496866,-6.07335792900668,-5.90537119807894,-5.52382356946854,-6.01367404113208,-6.16199164183786,-5.05178304891186,-5.92767199308321,-5.75063943230263,-4.75073591265692,-6.52634158101629,-6.13147978864441,-6.63855224532989,-5.96014894561695,-4.34389486711948,-6.39101018039111,-5.06873170097673,-6.15566841563881,-6.47758044217587,-6.51598243678469,-6.31257761615025,-6.12625150315368,-6.30710095851016,-6.20255604799286,-6.18620993238941,-5.51264080657777,-3.93401660569538,-5.17931220331764,-4.99791604813046,-6.53677824238123,-4.35027751121461,-5.9205162450396,-6.18464682943897,-5.46276227729197,-2.67091432959368,-6.30881021661067,-6.53641910083422,-5.262058272078,-6.12061705180418,-6.48340726140937,-3.98291051509612,-6.73269807146893,-4.66427575578174,-6.18141937872586,-5.11457039409177,-6.82344891807157,-4.03621594043542,-3.56187862093529
NC232,-4.20847459765076,-6.41810086517501,-4.47377847327643,-6.56871949454199,-3.01821264024135,-3.92125145704579,-5.93245352265469,-6.46176003329805,-4.57939487075596,-4.70747636009417,-6.68751036769382,-6.16574914026652,-5.76859524773341,-6.29530985381263,-4.75692960395772,-6.27011260683749,-5.87843249349664,-5.86804767293359,-4.87508760850634,-4.33814582185235,-5.51039273303783,-5.8555173175145,-5.53782376417014,-5.4145740910476,-4.59644009460703,-4.37448005125593,-4.07600223200538,-3.28254734812872,-5.59557781090177,-5.00154846797563,-4.93750479667332,-5.90536794456695,-5.49637911948003,-5.34328442550732,-6.57959967764362,-6.44922681380907,-6.34422000501613,-6.08999278272261,-4.99562529711549,-5.89085053100667,-6.52352332903362,-6.02933107428852,-5.09654976403177,-6.38414138491516,-5.13254923491213,-6.07618018376427,-6.00804052344142,-5.48859906871168,-5.18185133783738,-6.05296809324449,-6.14292410162813,-5.8370327692133,-5.5671313075124,-4.04822867077706,-6.08056085501336,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.59779821688539,-6.02277835108594,-5.98450546718767,-6.1830677605013,-6.42350144121404,-5.93177257042757,-5.58188872054915,-6.63489979922828,-4.96470703051862,-6.46943858694438,-3.34896709374321,-6.39406371803085,-6.18014814376102,-5.90729294589014,-5.92438912183611,-6.03859984224593,-6.31324884976544,-6.45377540851342,-6.62934108056145,-5.86234391006635,-5.39618681680976,-4.78383167159979,-6.34608982883475,-4.36760469314988,-6.05030937747764,-5.36871603925667,-4.67436130555339,-5.41406082219319,-5.66368217286542,-6.13887266749527,-6.54575699033606,-5.60463174796683,-4.98580102405938,-6.33321868381598,-3.95450491289087,-6.07573772827001,-6.05672371061838,-5.8404272434351,-6.21822107412299,-5.95677277574635,-5.18942817056253,-4.8426027566108,-4.89489423196027,-5.61435822315864,-5.6504685143351,-6.00637181772098,-5.96101050943563,-5.60699383787794,-6.00408401961284,-6.1971807377541,-5.01431903863737,-6.00429280013365,-5.74596469844934,-4.9915708526855,-6.50825370569119,-6.13147978864441,-6.63855224532989,-5.94134108762702,-4.64041574386215,-6.52002571506607,-4.98351816859883,-6.02299747460476,-6.45724094983826,-6.51598243678469,-6.31257761734884,-6.12625150315368,-6.44816774677401,-6.20228235930995,-6.1900015020722,-5.62868659148028,-4.04646955701112,-5.24308303751924,-4.99791606453757,-6.57465774950937,-4.42885772721275,-5.88215990814598,-6.23863033320424,-5.50323032917334,-2.50551164234443,-6.31726696949113,-6.45411448372098,-5.59924388520803,-6.12939584228352,-6.32807929354542,-3.89348861332077,-6.7326980696464,-4.61850382083463,-6.17876205979988,-6.2443006926347,-6.82344891807157,-3.98947764194937,-3.7093793287932
NC236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
